Title,Name,Price,MRP,Discount,Rating,Ratings Count,Description,Material,Occasion,Pattern,Sole Material,Sustainable,Type,Warranty,BIS Certificate Image URL,BIS Certificate Number,BIS Expiry Date,Character,Contact Brand or Retailer for pre-sales product queries
BIRDE,Boys Self Design Clogs,₹599,MRP ₹1499,(Rs. 900 OFF),4.4,60 Ratings,"A pair of round toe green clogs ,has regular styling,
Synthetic upper
Cushioned footbed
Textured and patterned outsole",Synthetic,Casual,Self Design,EVA,Regular,Clogs,,,,,,
WELCOME,Boys Black & White Printed Sliders,₹587,MRP ₹1199,(51% OFF),4.4,233 Ratings,"A pair of black and white printed sliders
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Printed,EVA,Regular,Sliders,,,,,,
Paragon,Kids Marvel Anti Skid Clogs EVMK8013K,₹549,MRP ₹999,(45% OFF),4.7,18 Ratings,"A pair of red printed sliders
Crosliteupper
Cushioned footbed
Patterned rubber outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Croslite,Casual,Colourblocked,Rubber,Regular,Sliders,1 month,,,,,
Liberty,Kids ALEX Printed Clogs,₹422,MRP ₹899,(53% OFF),4.4,1k Ratings,"A pair of teal blue & yellow printed clogs
Synthetic upper 
Cushioned footbed
Patterned EVA outsole",Synthetic,Casual,Printed,EVA,Regular,Clogs,,https://assets.myntassets.com/assets/images/2024/8/26/c1b7ee92-9a9a-4b37-8a85-867d37c4a72e1724648850398-Footwear_Decln_Myntra_090824-new_page-0001.jpg,1234567,31/07/2026,,
toothless,Boys Self Design Rubber Clogs,₹349,MRP ₹1399,(75% OFF),4.4,90 Ratings,"A pair of mustard and blue self design clogs
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Clogs,,,,,,
BIRDE,Boys Applique Detailed Clogs,₹499,MRP ₹599,(Rs. 100 OFF),4.3,143 Ratings,"A pair of white Applique Detailed Clogs
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Clogs,,,,,,
Kids Ville,Boys Mickey & Friends Printed Rubber Thong Flip Flops,₹359,MRP ₹399,(10% OFF),4.3,22 Ratings,"A pair of teal blue, yellow and red Mickey & Friends printed thong flip flops
Rubber upper material
Cushioned footbed
Patterned EVA outsole

Features:
Waterproof soft strap
PV patch logo pasting
Soft EVA sole for all day comfort
Soft & comfortable thong",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,Mickey & Friends,
toothless,Boys Self Design Clogs,₹489,MRP ₹1399,(65% OFF),4.4,89 Ratings,"A pair of blue self design clogs
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Clogs,,,,,,
BIRDE,Boys Self Design Rubber Clogs,₹499,MRP ₹599,(Rs. 100 OFF),4.3,139 Ratings,"A pair of green self design clogs
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Clogs,,,,,,
WELCOME,Boys Grey & Red Sliders,₹587,MRP ₹1199,(51% OFF),4.4,233 Ratings,"A pair of grey and red self design sliders
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Self Design,EVA,Regular,Sliders,,,,,,
max,Boys Self Design Clogs,₹349,MRP ₹399,(Rs. 50 OFF),4.4,87 Ratings,"A pair of grey and green self design clogs
Pu upper
Cushioned footbed
Patterned eva outsole",PU,Casual,Self Design,EVA,Regular,Clogs,,,,,,
Kids Ville,Boys Spider-Man Printed Sliders,₹599,MRP ₹999,(40% OFF),4,22 Ratings,"A pair of blue,red and black spiderman printed sliders
Rubber upper material
Cushioned footbed
Patterned rubber outsole",Rubber,Casual,Printed,Rubber,Regular,Sliders,,,,,Spider-Man,
Liberty,Kids Conversational Printed Clogs,₹476,MRP ₹899,(47% OFF),4.3,1.9k Ratings,"A pair of blue & green conversational printed clogs
Fabric upper
Cushioned footbed
Patterned eva outsole",Fabric,Casual,Printed,EVA,Regular,Clogs,,https://assets.myntassets.com/assets/images/2024/8/26/c1b7ee92-9a9a-4b37-8a85-867d37c4a72e1724648850398-Footwear_Decln_Myntra_090824-new_page-0001.jpg,1234567,31/07/2026,,
Kids Ville,Boys Spiderman Printed Rubber Thong Flip Flops,₹359,MRP ₹399,(10% OFF),4.4,11 Ratings,"A pair of black, blue and red Spiderman printed thong flip flops
Rubber upper material
Cushioned footbed
Patterned EVA outsole

Features:
Waterproof soft strap
PV patch logo pasting
Soft EVA sole for all day comfort
Soft & comfortable thong",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,Spider-Man,
Fame Forever by Lifestyle,Boys Self Design Rubber Clogs,₹559,MRP ₹699,(20% OFF),4.1,57 Ratings,"A pair of blue and grey self design clogs
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Clogs,,,,,,
BIRDE,Boys Colourblocked Comfortable Sneakers,₹599,MRP ₹1499,(Rs. 900 OFF),4.3,57 Ratings,"A pair of round toe orange sneakers ,has regular styling,
Velcro detail
Synthetic upper
Cushioned footbed
Textured and patterned outsole",Synthetic,Casual,Solid,EVA,Regular,Clogs,,,,,,
Liberty,Kids Conversational Printed Clogs,₹422,MRP ₹899,(53% OFF),4.4,1.6k Ratings,"A pair of black & white conversational printed clogs
Fabric upper
Cushioned footbed
Patterned eva outsole",Fabric,Casual,Printed,EVA,Regular,Clogs,,https://assets.myntassets.com/assets/images/2024/8/26/c1b7ee92-9a9a-4b37-8a85-867d37c4a72e1724648850398-Footwear_Decln_Myntra_090824-new_page-0001.jpg,1234567,31/07/2026,,
Paragon,Kids Marvel Anti Skid Clogs EVMK8013K,₹549,MRP ₹999,(45% OFF),4.4,8 Ratings,"A pair of blue printed clogs
Crosliteupper
Cushioned footbed
Patterned eva outsole
Warranty: 1 year
Warranty provided by brand owner/manufacturer",Croslite,Casual,Printed,EVA,Regular,Clogs,1 year,,,,,
toothless,Boys Printed Sliders,₹314,MRP ₹699,(55% OFF),4.1,134 Ratings,"A pair of blue and white printed sliders
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Printed,EVA,Regular,Sliders,,,,,Avengers,
toothless,Boys Self Design Clogs,₹359,MRP ₹1199,(70% OFF),4.7,57 Ratings,"A pair of navy blue and red self design clogs
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Clogs,,,,,,
Pantaloons Junior,Boys Self Design Sliders,₹594,MRP ₹699,(15% OFF),4.6,27 Ratings,"A pair of grey and blue self design sliders
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Sliders,,,,,,
Liberty,Kids ALEX Printed Clogs,₹422,MRP ₹899,(53% OFF),4.4,1k Ratings,"A pair of navy blue & grey printed clogs
Synthetic upper 
Cushioned footbed
Patterned EVA outsole",Synthetic,Casual,Printed,EVA,Regular,Clogs,,https://assets.myntassets.com/assets/images/2024/8/26/c1b7ee92-9a9a-4b37-8a85-867d37c4a72e1724648850398-Footwear_Decln_Myntra_090824-new_page-0001.jpg,1234567,31/07/2026,,
ASIAN,Boys Striped Rubber Sliders,₹461,MRP ₹599,(23% OFF),4.1,8 Ratings,"A pair of olive green and white striped sliders
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 28 days
Warranty provided by brand owner/manufacturer",Rubber,Casual,Striped,EVA,Regular,Sliders,28 days,,,,,
toothless,Boys Colourblocked Clogs,₹359,MRP ₹1199,(70% OFF),4.6,53 Ratings,"A pair of yellow and blue colourblocked clogs
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Colourblocked,EVA,Regular,Clogs,,,,,,
Liberty,Kids Round Toe Slip On Clogs,₹422,MRP ₹899,(53% OFF),4.4,1.6k Ratings,"A pair of green clogs
Fabric upper with slip-on closure
Cushioned footbed
Patterned eva outsole",Fabric,Casual,Printed,EVA,Regular,Clogs,,https://assets.myntassets.com/assets/images/2024/8/26/c1b7ee92-9a9a-4b37-8a85-867d37c4a72e1724648850398-Footwear_Decln_Myntra_090824-new_page-0001.jpg,1234567,31/07/2026,,
BAESD,Kids Printed Croslite Clogs,₹499,MRP ₹1999,(75% OFF),4.1,280 Ratings,"A pair of navy blue printed clogs
Croslite upper
Cushioned footbed
Patterned eva outsole",Croslite,Casual,Printed,EVA,Regular,Clogs,,,,,,
toothless,Boys Marvel Avengers Slides,₹329,MRP ₹599,(45% OFF),4.1,135 Ratings,"A pair of maroon and green printed sliders
Synthetic upper
Cushioned footbed
Patterned pvc outsole",Synthetic,Casual,Printed,PVC,Regular,Sliders,,,,,Avengers,
Liberty,Kids Conversational Printed Clogs,₹476,MRP ₹899,(47% OFF),4.3,1.9k Ratings,"A pair of green conversational printed clogs
Fabric upper
Cushioned footbed
Patterned eva outsole",Fabric,Casual,Printed,EVA,Regular,Clogs,,https://assets.myntassets.com/assets/images/2024/8/26/c1b7ee92-9a9a-4b37-8a85-867d37c4a72e1724648850398-Footwear_Decln_Myntra_090824-new_page-0001.jpg,1234567,31/07/2026,,
Kids Ville,Boys Mickey & Friends Printed Rubber Thong Flip Flops,₹359,MRP ₹399,(10% OFF),4.3,22 Ratings,"A pair of teal blue and yellow Mickey & Friends printed thong flip flops
Rubber upper material
Cushioned footbed
Patterned EVA outsole

Features:
Waterproof soft strap
PV patch logo pasting
Soft EVA sole for all day comfort
Soft & comfortable thong",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,Mickey & Friends,
Liberty,Kids Printed Clogs,₹422,MRP ₹899,(53% OFF),4.4,1k Ratings,"A pair of black and white printed clogs
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 14 days
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Printed,EVA,Regular,Clogs,14 days,https://assets.myntassets.com/assets/images/2024/8/26/c1b7ee92-9a9a-4b37-8a85-867d37c4a72e1724648850398-Footwear_Decln_Myntra_090824-new_page-0001.jpg,1234567,31/07/2026,,
Kids Ville,Boys Batman Printed Sliders,₹599,MRP ₹999,(40% OFF),4,20 Ratings,"A pair of yellow,blue and grey batman printed sliders
Rubber upper material
Cushioned footbed
Patterned EVA outsole",Rubber,Casual,Printed,Rubber,Regular,Sliders,,,,,Batman,
WELCOME,Kids Printed Sliders,₹539,MRP ₹1199,(55% OFF),4.3,109 Ratings,"A pair of blue,white and pink printed sliders
Synthetic upper
Cushioned footbed
Patterned synthetic outsole",Synthetic,Casual,Printed,Synthetic,Regular,Sliders,,,,,,
Kids Ville,Boys Minions Printed Rubber Thong Flip Flops,₹359,MRP ₹399,(10% OFF),4.3,10 Ratings,"A pair of yellow and blue Minions printed thong flip flops
Rubber upper material
Cushioned footbed
Patterned EVA outsole

Features:
Waterproof soft strap
PV patch logo pasting
Soft EVA sole for all day comfort
Soft & comfortable thong",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,Minions,
toothless,Boys Rubber Clogs,₹349,MRP ₹699,(50% OFF),4.4,191 Ratings,"A pair of yellow solid clogs
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Solid,EVA,Regular,Clogs,,,,,,
BAESD,Kids Printed Croslite Clogs,₹499,MRP ₹1999,(75% OFF),4.1,275 Ratings,"A pair of pink and yellow printed clogs
Croslite upper
Cushioned footbed
Textured and patterned outsole",Croslite,Casual,Printed,EVA,Regular,Clogs,,,,,,
WELCOME,Kids Printed Sliders,₹539,MRP ₹1199,(55% OFF),4.3,109 Ratings,"A pair of pink ,white & blue printed sliders
Synthetic upper
Cushioned footbed
Patterned synthetic outsole",Synthetic,Casual,Printed,Synthetic,Regular,Sliders,,,,,,
ASIAN,Boys Self Design Clogs,₹440,MRP ₹449,(2% OFF),3.8,76 Ratings,"A pair of black self design clogs
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 28 days
Warranty provided by brand owner/manufacturer",Rubber,Casual,Self Design,EVA,Regular,Clogs,28 days,,,,,
toothless,Girls Printed Sliders,₹314,MRP ₹699,(55% OFF),4.2,97 Ratings,"A pair of maroon and navy blue printed sliders
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Printed,EVA,Regular,Sliders,,,,,Frozen,
Puma,Kids Jimmy Printed Thong Flip-Flops,₹319,MRP ₹799,(60% OFF),4.4,90 Ratings,"Features:
A pair of blue printed thong flip-flops
Synthetic upper
Cushioned footbed
Water repellent IMEVA strap
IMEVA outsole for additional softness and cushioning
Anti-slippage texture at outsole
Patterned rubber outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Printed,Rubber,Regular,Thong Flip-Flops,3 months,,,,,
Sparx,Kids Colurblocked Thong Flip-Flops,₹246,MRP ₹274,(10% OFF),3.8,34 Ratings,"A pair of black, green colourblocked thong flip-flops, with slip on closure
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Colourblocked,EVA,Regular,Thong Flip-Flops,,,,,,
WELCOME,Kids Colourblocked Sliders,₹539,MRP ₹1199,(55% OFF),4.4,61 Ratings,"A pair of red and yellow colourblocked sliders
Synthetic upper
Cushioned footbed
Patterned synthetic outsole",Synthetic,Casual,Colourblocked,Synthetic,Regular,Sliders,,,,,,
toothless,Boys Hulk Rubber Clogs,₹314,MRP ₹699,(55% OFF),4.4,44 Ratings,"A pair of grey and green solid clogs
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Solid,EVA,Regular,Clogs,,,,,Hulk,
Liberty,Kids Printed Round Toe Slip On Clogs,₹476,MRP ₹899,(47% OFF),4.3,1.9k Ratings,"A pair of pink clogs
Fabric upper with slip-on closure
Cushioned footbed
Patterned eva outsole",Fabric,Casual,Printed,EVA,Regular,Clogs,,https://assets.myntassets.com/assets/images/2024/8/26/c1b7ee92-9a9a-4b37-8a85-867d37c4a72e1724648850398-Footwear_Decln_Myntra_090824-new_page-0001.jpg,1234567,31/07/2026,,
Paragon,Kids Marvel Anti Skid Clogs EVMK8013K,₹549,MRP ₹999,(45% OFF),4.1,29 Ratings,"A pair of beige solid clogs
Crosliteupper
Cushioned footbed
Patterned eva outsole",Croslite,Casual,Solid,EVA,Regular,Clogs,1 month,,,,,
BAESD,Kids Printed Croslite Clogs,₹499,MRP ₹1999,(75% OFF),4,37 Ratings,"A pair of green printed clogs
Croslite upper
Cushioned footbed
Patterned eva outsole",Croslite,Casual,Printed,EVA,Regular,Clogs,,,,,,
WELCOME,Kids Typography Printed Sliders,₹587,MRP ₹1199,(51% OFF),4.4,46 Ratings,"A pair of navy blue ,orange & white printed sliders
Synthetic upper
Cushioned footbed
Patterned synthetic outsole",Synthetic,Casual,Printed,Synthetic,Regular,Sliders,,,,,,
Kids Ville,Boys Spiderman Printed Flip Flops,₹374,MRP ₹499,(25% OFF),4.4,28 Ratings,"A pair of printed thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,Spider-Man,
BAESD,Kids Rabbit LED Lighting Croslite Clogs,₹499,MRP ₹1999,(75% OFF),3.6,140 Ratings,"A pair of turquoise blue and green self-design Led lightning clogs
Croslite upper with slip-on closure
Cushioned footbed
Patterned eva outsole",Croslite,Casual,Self Design,EVA,Regular,Clogs,,,,,,
toothless,Boys Printed Rubber Thong Flip-Flops,₹244,MRP ₹349,(30% OFF),4.1,40 Ratings,"A pair of black and blue printed thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,,
Kids Ville,Boys Spiderman Printed Thong Flip Flops,₹381,MRP ₹449,(15% OFF),4.3,7 Ratings,"A pair of red printed thong flip flops
Rubber upper material
Cushioned footbed
Patterned EVA outsole",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,Spider-Man,
max,Girls Charm Detailed Clogs,₹349,MRP ₹399,(Rs. 50 OFF),4,76 Ratings,"A pair of pink charm detailed clogs
Pu upper
Cushioned footbed
Patterned pvc outsole",PU,Casual,Embellished,PVC,Regular,Clogs,,,,,,
WELCOME,Kids Red & White Unicorn Printed Sliders,₹539,MRP ₹1199,(55% OFF),4.3,109 Ratings,"A pair of red and white printed sliders
Synthetic upper
Cushioned footbed
Patterned synthetic outsole",Synthetic,Casual,Printed,Synthetic,Regular,Sliders,,,,,,
Pantaloons Junior,Girls Self Design Sliders,₹594,MRP ₹699,(15% OFF),4.6,28 Ratings,"A pair of pink and blue printed sliders
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Sliders,,,,,,
toothless,Boys Printed Rubber Thong Flip-Flops,₹259,MRP ₹399,(35% OFF),4.1,40 Ratings,"A pair of navy blue and white printed thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,,
Pantaloons Junior,Girls Printed Rubber Clogs,₹569,MRP ₹599,(5% OFF),4.5,53 Ratings,"A pair of blue and pink Printed clogs
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Printed,EVA,Regular,Clogs,,,,,,
BAESD,Kids Jerry Characters Printed Clogs,₹499,MRP ₹1999,(75% OFF),4.1,344 Ratings,"A pari of orange & white printed clogs 
Croslite upper
Cushioned footbed
Patterned eva outsole
Back strap closure",Croslite,Casual,Printed,EVA,Regular,Clogs,,,,,,
toothless,Boys Marvel Rubber Clogs,₹349,MRP ₹699,(50% OFF),4.5,90 Ratings,"A pair of navy blue and red solid clogs
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Solid,EVA,Regular,Clogs,,,,,Marvel,
Aqualite,Kids Bee Featherweight Thong Flip-Flops,₹349,MRP ₹699,(Rs. 350 OFF),4.3,168 Ratings,"A pair of blue and yellow self design thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Features:
Foot centric design to provide walking performance
Revitalizing bounce
Easy to wash
Double-deck solo provides comfortable cushioning
Featherweight product",Synthetic,Casual,Self Design,EVA,Regular,Thong Flip-Flops,,,,,,
toothless,Girls Printed Rubber Thong Flip-Flops,₹279,MRP ₹399,(30% OFF),4.3,58 Ratings,"A pair of navy blue and green printed thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,,
Fame Forever by Lifestyle,Girls Printed Thong Flip-Flops,₹559,MRP ₹699,(20% OFF),4.5,35 Ratings,"A pair of pink and white Printed Thong Flip-Flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,,
Pantaloons Junior,Girls Self Design Clogs,₹509,MRP ₹599,(15% OFF),4.2,34 Ratings,"A pair of round toe grey slip-on sneakers ,has regular styling,
Velcro detail
Pu upper
Cushioned footbed
Textured and patterned outsole",PU,Casual,Self Design,EVA,Regular,Clogs,,,,,,
BAESD,Kids Printed Croslite Clogs,₹499,MRP ₹1999,(75% OFF),3.4,10 Ratings,"A pair of purple printed clogs
Croslite upper
Cushioned footbed
Patterned eva outsole",Croslite,Casual,Printed,EVA,Regular,Clogs,,,,,,
Kids Ville,Girls Frozen Printed Clogs,₹599,MRP ₹999,(40% OFF),4.9,18 Ratings,"A pair of purple and white frozen printed clogs
Rubber upper
Cushioned footbed
Textured and patterned outsole",Rubber,Casual,Printed,EVA,Regular,Clogs,,,,,Frozen,
WELCOME,Kids Striped Sliders,₹539,MRP ₹1199,(55% OFF),4.4,62 Ratings,"A pair of blue,white and yellow striped sliders
Synthetic upper
Cushioned footbed
Patterned synthetic outsole",Synthetic,Casual,Striped,Synthetic,Regular,Sliders,,,,,,
toothless,Girls Printed Rubber Thong Flip-Flops,₹279,MRP ₹399,(30% OFF),4.3,57 Ratings,"A pair of pink and blue printed thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,,
Red Tape,Kids Textured Sliders,₹448,MRP ₹1496,(70% OFF),4,23 Ratings,"A pair of pink textured sliders
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 45 days
Warranty provided by brand owner/manufacturer",Rubber,Casual,Solid,EVA,Regular,Sliders,45 days,,,,,
WELCOME,Boys Red & Yellow Sliders,₹539,MRP ₹1199,(55% OFF),4.5,240 Ratings,"A pair of red and yellow self design sliders
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Self Design,EVA,Regular,Sliders,,,,,,
Yellow Bee,Boys Space Theme Motif Clogs,₹551,MRP ₹849,(35% OFF),4.4,7 Ratings,"A pair of off-white,yellow and blue space theme motif clogs
Rubber upper
Cushioned footbed
Patterned rubber outsole",Rubber,Casual,Embellished,Rubber,Regular,Clogs,,,,,,
BAESD,Kids Printed Croslite Clogs,₹499,MRP ₹1999,(75% OFF),4.1,273 Ratings,"A pair of blue printed clogs
Croslite upper
Cushioned footbed
Patterned eva outsole",Croslite,Casual,Printed,EVA,Regular,Clogs,,,,,,
Pantaloons Junior,Boys Red & Blue Printed Thong Flip-Flops,₹474,MRP ₹499,(5% OFF),3.9,78 Ratings,"A pair of red and blue printed thong flip-flops
Plastic upper
Cushioned footbed
Patterned eva outsole",Plastic,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,,
BAESD,Kids Thong Flip Flops,₹299,MRP ₹499,(Rs. 200 OFF),4.3,20 Ratings,"A pair of beige and navy-blue solid thong flip flops
Cotton upper
Cushioned footbed
Patterned EVA outsole
Warranty: 6 months
Warranty provided by the brand owner/manufacturer",Fabric,Casual,Solid,EVA,Regular,Thong Flip-Flops,6 months,,,,,
Aqualite,Kids Bee Featherweight Thong Flip-Flops,₹349,MRP ₹699,(Rs. 350 OFF),4.3,165 Ratings,"A pair of blue and yellow self design thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Features:
Foot centric design to provide walking performance
Revitalizing bounce
Easy to wash
Double-deck solo provides comfortable cushioning
Featherweight product",Synthetic,Casual,Self Design,EVA,Regular,Thong Flip-Flops,,,,,,
Paragon,Kids Self Design Rubber Clogs,₹384,MRP ₹699,(45% OFF),4.3,19 Ratings,"A pair of navy blue and yellow self design clogs
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Rubber,Casual,Self Design,EVA,Regular,Clogs,1 month,,,,,
OLAIAN By Decathlon,Girls Colourblocked Thong Flip-Flops,₹399,MRP ₹499,(Rs. 100 OFF),4.8,21 Ratings,"A pair of purple & pink colourblocked thong flip-flops
Plastic upper
Cushioned footbed
Patterned eva outsole
Warranty 2 years
Warranty provided by brand/manufacturer",Plastic,Casual,Colourblocked,EVA,Regular,Thong Flip-Flops,2 years,,,,,
Aqualite,Kids Textured Applique Thong Flip-Flops,₹349,MRP ₹699,(Rs. 350 OFF),4.3,165 Ratings,"A pair of pink,navy blue and yellow textured applique thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Self Design,EVA,Regular,Thong Flip-Flops,,,,,,
Kids Ville,Girls Barbie Printed Rubber Clogs,₹599,MRP ₹999,(40% OFF),4.5,17 Ratings,"A pair of teal-blue & pink printed clogs
Rubber upper
Cushioned footbed
EVA outsole

Features:
Soft footbed for better cushioning
Soft EVA sole for all day comfort
Silicone patch",Rubber,Casual,Printed,EVA,Regular,Clogs,,,,,Barbie,
Kids Ville,Girls Barbie Printed Rubber Sliders,₹599,MRP ₹999,(40% OFF),4.6,12 Ratings,"A pair of fuchsia-pink & yellow printed sliders
Rubber upper
Cushioned footbed
EVA outsole",Rubber,Casual,Printed,EVA,Regular,Sliders,,,,,Barbie,
YK,Unisex Kids Sliders,₹390,MRP ₹1699,(77% OFF),1.9,9 Ratings,"A pair of black and red self design sliders
Synthetic upper
Cushioned footbed
Patterned rubber outsole
Warranty: 2 months
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Self Design,Rubber,Regular,Sliders,2 months,,,,,
BIRDE,Boys Clogs,₹599,MRP ₹1499,(Rs. 900 OFF),4.3,54 Ratings,"A pair of white and purple solid clogs
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Solid,EVA,Regular,Clogs,,,,,,
Fame Forever by Lifestyle,Girls Printed Rubber Thong Flip-Flops,₹594,MRP ₹699,(15% OFF),4.5,35 Ratings,"A pair of blue and white printed thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,,
BAESD,Kids Panda Printed LED Croslite Clogs,₹499,MRP ₹1999,(75% OFF),3.8,238 Ratings,"A pair of blue, orange coloured panda printed led clogs, with slip-on closure
Croslite upper
Cushioned footbed
Patterned eva outsole",Croslite,Casual,Printed,EVA,Regular,Clogs,,,,,,
WELCOME,Kids Magic Printed Sliders,₹539,MRP ₹1199,(55% OFF),4.1,35 Ratings,"A pair of red,white and yellow magic printed sliders
Synthetic upper
Cushioned footbed
Patterned synthetic outsole",Synthetic,Casual,Printed,Synthetic,Regular,Sliders,,,,,,
YK,Boys Rubber Clogs Flip Flops,₹395,MRP ₹899,(56% OFF),2.8,6 Ratings,"A pair of grey and brown solid clogs
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Rubber,Casual,Solid,EVA,Regular,Clogs,3 months,,,,,
Pantaloons Junior,Boys Orange & Blue Printed Thong Flip-Flops,₹474,MRP ₹499,(5% OFF),4.4,29 Ratings,"A pair of orange and blue printed thong flip-flops
Plastic upper
Cushioned footbed
Patterned eva outsole",Plastic,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,,
MOZAFIA,Boys Sunglasses & Aeroplan Applique Rubber Clogs,₹399,MRP ₹799,(50% OFF),4.5,39 Ratings,"A pair of grey and red applique clogs
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Printed,EVA,Regular,Clogs,,,,,,
Aqualite,Kids Featherweight Thong Flip-Flops,₹349,MRP ₹699,(Rs. 350 OFF),4.3,161 Ratings,"A pair of navy blue and red self design thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Features:
Foot centric design to provide walking performance
Revitalizing bounce
Easy to wash
Double-deck solo provides comfortable cushioning
Featherweight product",Synthetic,Casual,Self Design,EVA,Regular,Thong Flip-Flops,,,,,,
Pantaloons Junior,Boys Printed Thong Flip-Flops,₹474,MRP ₹499,(5% OFF),4.4,20 Ratings,"A pair of blue and red printed thong flip-flops
Plastic upper
Cushioned footbed
Patterned rubber outsole",Plastic,Casual,Printed,Rubber,Regular,Thong Flip-Flops,,,,,,
YK,Boys Self Design Clogs,₹399,MRP ₹799,(50% OFF),4.1,42 Ratings,"A pair of navy blue and red self design clogs
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Clogs,,,,,,
Kids Ville,Girls Barbie Printed Rubber Thong Flip Flops,₹359,MRP ₹399,(10% OFF),4.4,7 Ratings,"A pair of green and pink Barbie printed thong flip flops
Rubber upper material
Cushioned footbed
Patterned EVA outsole

Features:
Waterproof soft strap
PV patch logo pasting
Soft EVA sole for all day comfort
Soft & comfortable thong",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,Barbie,
WELCOME,Boys Green & Blue Sliders,₹539,MRP ₹1199,(55% OFF),4.5,240 Ratings,"A pair of green and blue self design sliders
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Self Design,EVA,Regular,Sliders,,,,,,
